FAMILY	GENUS	SPECIES	CAAB CODE
Pomacentridae	Chromis	westaustralis	37372055
Ophidiidae	Genypterus	blacodes	37228002
Apogonidae	Ostorhinchus	cladophilos	37327146
Istiophoridae	Kajikia	audax	37444002
Zeidae	Cyttomimus	affinis	37264011
Syngnathidae	Choeroichthys	suillus	37282046
Apogonidae	Vincentia	badia	37327120
Apogonidae	Apogonichthyoides	melas	37327133
Phosichthyidae	Woodsia	meyerwaardeni	37106011
Syngnathidae	Mitotichthys	semistriatus	37282015
Gobiesocidae	Alabes	hoesei	37206009
Gobiesocidae	Posidonichthys	hutchinsi	37206019
Pomacanthidae	Pygoplites	diacanthus	37365082
Pentacerotidae	Paristiopterus	labiosus	37367002
Haemulidae	Plectorhinchus	vittatus	37350015
Apogonidae	Vincentia	conspersa	37327033
Thalasseleotridae	Thalasseleotris	adela	37429042
Kuhliidae	Kuhlia	mugil	37323005
Terapontidae	Mesopristes	argenteus	37321019
Siganidae	Siganus	virgatus	37438016
Gobiidae	Amoya	moloanus	37428053
Aploactinidae	Paraploactis	trachyderma	37290011
Gobiidae	Eviota	atriventris	37428128
Pomacanthidae	Centropyge	fisheri	37365025
Ophidiidae	Dannevigia	tusca	37228001
Scorpaenidae	Scorpaenopsis	papuensis	37287107
Macrouridae	Coryphaenoides	dossenus	37232039
Belonidae	Tylosurus	crocodilus	37235005
Pseudochromidae	Ogilbyina	novaehollandiae	37313009
Pseudochromidae	Assiculoides	desmonotus	37313029
Pseudogrammatidae	Suttonia	lineata	37314004
Labridae	Choerodon	cephalotes	37384004
Labridae	Stethojulis	trilineata	37384157
Gerreidae	Pentaprion	longimanus	37349002
Gerreidae	Gerres	filamentosus	37349003
Gobiidae	Callogobius	hasseltii	37428088
Gobiidae	Lobulogobius	omanensis	37428016
Labridae	Suezichthys	arquatus	37384158
Macrouridae	Ventrifossa	nigrodorsalis	37232074
Tripterygiidae	Norfolkia	leeuwin	37415048
Chaetodontidae	Chaetodon	aureofasciatus	37365013
Microdesmidae	Gunnellichthys	curiosus	37435003
Gobiidae	Amoya	gracilis	37428020
Labridae	Cirrhilabrus	cyanopleura	37384079
Diodontidae	Allomycterus	pilatus	37469002
Hemerocoetidae	Acanthaphritis	barbata	37393010
Nettastomatidae	Nettastoma	melanurum	37065008
Cirrhitidae	Paracirrhites	forsteri	37374010
Gobiidae	Valenciennea	randalli	37428328
Sternoptychidae	Argyropelecus	sladeni	37107013
Pomacentridae	Pomacentrus	tripunctatus	37372125
Alepocephalidae	Asquamiceps	hjorti	37114004
Pegasidae	Eurypegasus	draconis	37309001
Haemulidae	Plectorhinchus	polytaenia	37350005
Urolophidae	Trygonoptera	imitata	37038014
Astronesthidae	Astronesthes	splendidus	37108020
Myctophidae	Diaphus	parri	37122039
Sphyraenidae	Sphyraena	putnamae	37382006
Tripterygiidae	Norfolkia	thomasi	37415026
Apogonidae	Ostorhinchus	selas	37327152
Platycephalidae	Suggrundus	macracanthus	37296012
Polyprionidae	Polyprion	americanus	37311170
Serranidae	Epinephelus	radiatus	37311042
Ophichthidae	Bascanichthys	sibogae	37068051
Hemigaleidae	Hemigaleus	australiensis	37018020
Platycephalidae	Elates	ransonnettii	37296013
Ophichthidae	Apterichtus	klazingai	37068046
Ophichthidae	Scolecenchelys	castlei	37068054
Bathydraconidae	Gymnodraco	acuticeps	37406757
Monacanthidae	Paramonacanthus	filicauda	37465024
Cheilodactylidae	Cheilodactylus	francisi	37377015
Paralepididae	Sudis	hyalina	37126012
Acropomatidae	Parascombrops	analis	37311191
Lethrinidae	Lethrinus	microdon	37351011
Setarchidae	Lioscorpius	trifasciatus	37287123
Blenniidae	Ecsenius	lividanalis	37408026
Syngnathidae	Corythoichthys	paxtoni	37282051
Labridae	Notolabrus	tetricus	37384003
Trachichthyidae	Hoplostethus	gigas	37255005
Sternoptychidae	Polyipnus	ruggeri	37107016
Labridae	Coris	auricularis	37384088
Nomeidae	Cubiceps	pauciradiatus	37446008
Gobiidae	Arenigobius	leftwichi	37428056
Acanthuridae	Acanthurus	auranticavus	37437005
Gempylidae	Lepidocybium	flavobrunneum	37439008
Myctophidae	Lampadena	luminosa	37122094
Myctophidae	Dasyscopelus	orientalis	37122057
Blenniidae	Ecsenius	tigris	37408032
Kyphosidae	Kyphosus	sectatrix	37361023
Ostraciidae	Lactoria	diaphana	37466007
Acropomatidae	Malakichthys	barbatus	37311186
Pseudochromidae	Pseudochromis	fuscus	37313006
Pomacentridae	Pomacentrus	pavo	37372122
Setarchidae	Ectreposebastes	niger	37287053
Acanthuridae	Naso	minor	37437043
Ophidiidae	Ophidion	muraenolepis	37228006
Pomacentridae	Chrysiptera	rex	37372066
Leiognathidae	Gazza	dentex	37341023
Myctophidae	Hygophum	hygomii	37122004
Creediidae	Limnichthys	nitidus	37395004
Lethrinidae	Lethrinus	ravus	37351031
Pomacanthidae	Centropyge	aurantia	37365021
Gobiidae	Eviota	fasciola	37428120
Gobiidae	Mugilogobius	stigmaticus	37428192
Syngnathidae	Mitotichthys	mollisoni	37282022
Gobiidae	Callogobius	sclateri	37428091
Serranidae	Hypoplectrodes	annulatus	37311091
Pseudochromidae	Pseudoplesiops	typus	37313025
Gobiidae	Bryaninops	natans	37428079
Antennariidae	Abantennarius	nummifer	37210011
Gobiidae	Minysicya	caudimaculata	37428355
Clinidae	Heteroclinus	equiradiatus	37416020
Lutjanidae	Macolor	macularis	37346047
Labridae	Wetmorella	albofasciata	37384173
Paralepididae	Magnisudis	prionosa	37126004
Nemipteridae	Scolopsis	meridiana	37347008
Alepocephalidae	Leptochilichthys	microlepis	37114017
Tetrarogidae	Paracentropogon	longispinis	37287016
Tetrarogidae	Richardsonichthys	leucogaster	37287036
Gobiidae	Caragobius	urolepis	37428362
Pomacentridae	Pomacentrus	grammorhynchus	37372112
Scombridae	Grammatorcynus	bilineatus	37441028
Pomacentridae	Chrysiptera	rollandi	37372067
Trichiuridae	Trichiurus	australis	37440017
Aploactinidae	Xenaploactis	cautes	37290018
Pseudochromidae	Pseudochromis	cyanotaenia	37313016
Tripterygiidae	Ucla	xenogrammus	37415034
Monacanthidae	Meuschenia	flavolineata	37465035
Liparidae	Paraliparis	dewitti	37307020
Muraenidae	Gymnothorax	mucifer	37060040
Banjosidae	Banjos	banjosbrevispinis	37322001
Pempherididae	Pempheris	analis	37357006
Pomacentridae	Dascyllus	reticulatus	37372074
Latridae	Latris	lineata	37378001
Labridae	Labropsis	australis	37384132
Pleuronectidae	Poecilopsetta	praelonga	37461022
Tetraodontidae	Torquigener	vicinus	37467063
Tetraodontidae	Canthigaster	ocellicincta	37467041
Myctophidae	Gymnoscopelus	hintonoides	37122105
Microcanthidae	Tilodon	sexfasciatus	37361003
Oreosomatidae	Allocyttus	verrucosus	37266004
Apogonidae	Ostorhinchus	fleurieu	37327148
Ostraciidae	Acanthostracion	bucephalus	37466024
Lampridae	Lampris	australensis	37268001
Carcharhinidae	Rhizoprionodon	taylori	37018024
Carcharhinidae	Carcharhinus	amboinensis	37018026
Labridae	Halichoeres	biocellatus	37384107
Syngnathidae	Hippichthys	heptagonus	37282073
Ceratiidae	Cryptopsaras	couesii	37220001
Caracanthidae	Caracanthus	maculatus	37289001
Scorpaenidae	Scorpaenopsis	obtusa	37287120
Monacanthidae	Acreichthys	tomentosus	37465042
Cottidae	Antipodocottus	elegans	37300002
Lutjanidae	Paracaesio	gonzalesi	37346069
Phosichthyidae	Polymetme	illustris	37106027
Trichiuridae	Trichiurus	auriga	37440015
Apogonidae	Jaydia	poecilopterus	37327026
Ariidae	Netuma	proxima	37188008
Muraenidae	Gymnothorax	buroensis	37060032
Gobiidae	Silhouettea	insinuans	37428252
Serranidae	Mirolabrichthys	pascalus	37311121
Pomacentridae	Chromis	abyssicola	37372031
Lethrinidae	Lethrinus	atkinsoni	37351013
Pomacentridae	Pomachromis	richardsoni	37372128
Callionymidae	Calliurichthys	scaber	37427050
Lutjanidae	Lutjanus	ehrenbergii	37346042
Chaetodontidae	Heniochus	diphreutes	37365005
Gobiidae	Trimma	lantana	37428383
Sebastidae	Sebastiscus	marmoratus	37287112
Pomacentridae	Abudefduf	sordidus	37372012
Aulostomidae	Aulostomus	chinensis	37277001
Pseudochromidae	Pseudoplesiops	rosae	37313024
Nemipteridae	Nemipterus	isacanthus	37347019
Gobiidae	Amblyeleotris	fontanesii	37428035
Chaetodontidae	Chaetodon	lunula	37365042
Callionymidae	Foetorepus	apricus	37427028
Monacanthidae	Aluterus	monoceros	37465022
Tetraodontidae	Lagocephalus	cheesemanii	37467065
Leiognathidae	Photolateralis	moretoniensis	37341012
Alepocephalidae	Alepocephalus	owstoni	37114042
Soleidae	Soleichthys	maculosus	37462045
Samaridae	Samariscus	sunieri	37461031
Muraenidae	Gymnothorax	thyrsoideus	37060010
Bothidae	Engyprosopon	praeteritus	37460021
Labridae	Oxycheilinus	digramma	37384065
Labridae	Labropsis	manabei	37384181
Balistidae	Xenobalistes	tumidipectoris	37465088
Alepocephalidae	Conocara	murrayi	37114035
Gobiesocidae	Aspasmogaster	occidentalis	37206006
Gobiesocidae	Aspasmogaster	tasmaniensis	37206001
Malacanthidae	Branchiostegus	sawakinensis	37331001
Leiognathidae	Deveximentum	insidiator	37341006
Serranidae	Cephalopholis	spiloparaea	37311141
Tetraodontidae	Arothron	manilensis	37467020
Ophidiidae	Bassozetus	glutinosus	37228052
Aploactinidae	Kanekonia	queenslandica	37290007
Cheilodactylidae	Cheilodactylus	ephippium	37377011
Gobiidae	Amblygobius	rainfordi	37428049
Caesionidae	Caesio	caerulaurea	37346024
Labridae	Coris	sandeyeri	37384097
Syngnathidae	Hippocampus	alatus	37282118
Ogcocephalidae	Malthopsis	provocator	37212036
Triglidae	Pterygotrigla	saumarez	37288060
Pinguipedidae	Parapercis	australis	37390010
Apogonidae	Archamia	bleekeri	37327157
Hoplichthyidae	Hoplichthys	regani	37297007
Muraenidae	Gymnothorax	microstictus	37060078
Bothidae	Parabothus	coarctatus	37460078
Pempherididae	Parapriacanthus	dispar	37357014
Sciaenidae	Johnius	macropterus	37354021
Macruronidae	Macruronus	novaezelandiae	37227001
Macrouridae	Coelorinchus	spathulata	37232118
Ipnopidae	Bathypterois	longifilis	37123002
Bathylagidae	Bathylagichthys	australis	37098003
Muraenidae	Gymnothorax	meleagris	37060045
Aploactinidae	Acanthosphex	leurynnis	37290017
Carangidae	Scomberoides	commersonnianus	37337032
Stomiidae	Photostomias	tantillux	37112004
Carangidae	Platycaranx	malabaricus	37337005
Nettastomatidae	Nettastoma	solitarium	37065003
Gobiidae	Bathygobius	coalitus	37428064
Opistognathidae	Stalix	flavida	37388009
Melanostomiidae	Bathophilus	nigerrimus	37109004
Platycephalidae	Thysanophrys	papillaris	37296053
Bathygadidae	Gadomus	pepperi	37232079
Haemulidae	Plectorhinchus	lessonii	37350020
Balistidae	Canthidermis	maculatus	37465086
Myctophidae	Diaphus	phillipsi	37122088
Lutjanidae	Etelis	coruscans	37346038
Carangidae	Turrum	caeruleopinnatum	37337021
Bothidae	Arnoglossus	nigrifrons	37460072
Tetraodontidae	Marilyna	meraukensis	37467047
Blenniidae	Rhabdoblennius	rhabdotrachelus	37408077
Uranoscopidae	Uranoscopus	sulphureus	37400030
Platytroctidae	Maulisia	microlepis	37115006
Siganidae	Siganus	fuscescens	37438001
Pomacanthidae	Centropyge	colini	37365088
Priacanthidae	Heteropriacanthus	carolinus	37326008
Triakidae	Hemitriakis	abdita	37017010
Cynoglossidae	Cynoglossus	heterolepis	37463016
Dinolestidae	Dinolestes	lewini	37327002
Carangidae	Scomberoides	tol	37337044
Cheilodactylidae	Cheilodactylus	gibbosus	37377010
Astronesthidae	Astronesthes	exsul	37108018
Schindleriidae	Schindleria	brevipinguis	37424003
Bothidae	Neolaeops	microphthalmus	37460077
Scorpaenidae	Parascorpaena	mossambica	37287062
Moridae	Lotella	phycis	37224023
Serranidae	Epinephelus	tauvina	37311057
Pseudotriakidae	Pseudotriakis	microdon	37016001
Holocentridae	Plectrypops	lima	37261020
Ophichthidae	Leiuranus	versicolor	37068016
Myctophidae	Hygophum	reinhardtii	37122046
Opistognathidae	Opistognathus	alleni	37388011
Ambassidae	Ambassis	dussumieri	37310004
Xenisthmidae	Xenisthmus	chi	37429059
Congridae	Castleichthys	auritus	37067037
Clupeidae	Herklotsichthys	quadrimaculatus	37085025
Macrouridae	Coelorinchus	mayiae	37232111
Macrouridae	Coelorinchus	mycterismus	37232112
Cirrhitidae	Paracirrhites	arcatus	37374009
Labridae	Scarus	spinus	37386031
Callionymidae	Bathycallionymus	bifilum	37427003
Carangidae	Decapterus	russelli	37337023
Neosebastidae	Neosebastes	occidentalis	37287009
Serranidae	Chelidoperca	margaritifera	37311143
Caesionidae	Pterocaesio	tile	37346063
Carangidae	Elagatis	bipinnulata	37337029
Syngnathidae	Choeroichthys	brachysoma	37282042
Labridae	Bodianus	anthioides	37384052
Acropomatidae	Malakichthys	elegans	37311048
Narcinidae	Narcinops	ornata	37028007
Monacanthidae	Paramonacanthus	pusillus	37465030
Nemipteridae	Pentapodus	aureofasciatus	37347029
Soleidae	Brachirus	orientalis	37462024
Pomacentridae	Dischistodus	melanotus	37372077
Centrophoridae	Centrophorus	uyato	37020011
Myctophidae	Centrobranchus	andreae	37122081
Terapontidae	Terapon	theraps	37321003
Galaxiidae	Neochanna	cleaveri	37102003
Alepocephalidae	Rouleina	maderensis	37114025
Oreosomatidae	Pseudocyttus	maculatus	37266003
Pomacentridae	Chromis	hypsilepis	37372002
Serranidae	Plectropomus	areolatus	37311081
Leiognathidae	Photopectoralis	bindus	37341002
Bramidae	Taractichthys	longipinnis	37342003
Ammodytidae	Bleekeria	mitsukurii	37425001
Peristediidae	Peristedion	picturatum	37288004
Belonidae	Strongylura	leiura	37235003
Ariommatidae	Ariomma	indicum	37447007
Antennariidae	Echinophryne	mitchellii	37210001
Blenniidae	Cirripectes	alboapicalis	37408010
Nemipteridae	Scolopsis	bilineata	37347031
Gobiidae	Gobiodon	oculolineatus	37428371
Latidae	Lates	calcarifer	37310006
Opistognathidae	Opistognathus	latitabundus	37388001
Bathysauropsidae	Bathysauropsis	gracilis	37120018
Syngnathidae	Heraldia	nocturna	37282071
Apogonidae	Apogonichthyoides	atripes	37327129
Pinguipedidae	Ryukyupercis	gushikeni	37390008
Gobiidae	Hazeus	diacanthus	37428202
Aulopidae	Hime	curtirostris	37117003
Carangidae	Decapterus	tabl	37337060
Mugilidae	Crenimugil	heterocheilos	37381024
Gobiidae	Paragobiodon	melanosoma	37428214
Platycephalidae	Onigocia	spinosa	37296022
Bathylagidae	Lipolagus	ochotensis	37098006
Acropomatidae	Malakichthys	levis	37311031
Syngnathidae	Trachyrhamphus	longirostris	37282101
Ophichthidae	Schultzidia	johnstonensis	37068048
Lampridae	Lampris	immaculatus	37268002
Myctophidae	Diaphus	drachmanni	37122015
Gobiidae	Mugilogobius	filifer	37428350
Gobiidae	Favonigobius	punctatus	37428142
Bembridae	Bembras	macrolepis	37296048
Mugilidae	Moolgarda	engeli	37381022
Tetragonuridae	Tetragonurus	pacificus	37449002
Lutjanidae	Lutjanus	rivulatus	37346016
Labridae	Bodianus	flavifrons	37384062
Callionymidae	Calliurichthys	ogilbyi	37427036
Labridae	Pseudojuloides	elongatus	37384148
Drepaneidae	Drepane	longimana	37362008
Echeneidae	Remora	osteochir	37336006
Gobiidae	Fusigobius	signipinnis	37428147
Macrouridae	Coelorinchus	lasti	37232109
Callionymidae	Foetorepus	grandoculis	37427043
Alepocephalidae	Talismania	longifilis	37114012
Gobiidae	Oplopomus	oplopomus	37428204
Sphyraenidae	Sphyraena	acutipinnis	37382003
Gobiidae	Valenciennea	parva	37428327
Priacanthidae	Priacanthus	macracanthus	37326001
Muraenidae	Gymnothorax	melatremus	37060044
Apogonidae	Apogonichthyoides	brevicaudatus	37327005
Gobiidae	Favonigobius	exquisitus	37428141
Blenniidae	Petroscirtes	breviceps	37408071
Blenniidae	Ecsenius	namiyei	37408093
Apogonidae	Gymnapogon	vanderbilti	37327139
Urolophidae	Urolophus	flavomosaicus	37038010
Triglidae	Pterygotrigla	soela	37288056
Gobiidae	Bathygobius	meggitti	37428071
Nomeidae	Cubiceps	kotlyari	37446019
Apogonidae	Ostorhinchus	taeniophorus	37327075
Haemulidae	Plectorhinchus	multivittatus	37350018
Channichthyidae	Champsocephalus	gunnari	37407791
Acanthuridae	Naso	tuberosus	37437048
Gobiidae	Gobiodon	rivulatus	37428164
Gobiidae	Pseudogobius	aquilonius	37428240
Solenostomidae	Solenostomus	cyanopterus	37281001
Centrogeniidae	Centrogenys	vaigiensis	37311030
Ophidiidae	Monomitopus	vitiazi	37228086
Ophiclinidae	Ophiclinops	varius	37414004
Tripterygiidae	Springerichthys	kulbickii	37415049
Gobiidae	Trimma	annosum	37428398
Muraenesocidae	Muraenesox	bagio	37063003
Triacanthodidae	Halimochirurgus	alcocki	37464012
Apogonidae	Nectamia	viria	37327164
Scyliorhinidae	Atelomycterus	marnkalha	37015037
Clupeidae	Potamalosa	richmondia	37085027
Acanthuridae	Naso	tonganus	37437047
Gobiidae	Fusigobius	humeralis	37428339
Gigantactinidae	Gigantactis	gargantua	37217003
Macrouridae	Coelorinchus	goobala	37232108
Squatinidae	Squatina	albipunctata	37024004
Gobiidae	Glossogobius	bicirrhosus	37428149
Macrouridae	Coelorinchus	hoangi	37232126
Apogonidae	Ostorhinchus	chrysopomus	37327167
Exocoetidae	Cheilopogon	spilonotopterus	37233022
Schindleriidae	Schindleria	praematura	37424002
Uranoscopidae	Uranoscopus	kaianus	37400024
Labridae	Gomphosus	varius	37384106
Labridae	Cirrhilabrus	apterygia	37384087
Sphyraenidae	Sphyraena	barracuda	37382008
Macrouridae	Coryphaenoides	armatus	37232750
Ipnopidae	Bathypterois	grallator	37123007
Evermannellidae	Evermannella	balbo	37130002
Labridae	Thalassoma	jansenii	37384166
Squalidae	Squalus	montalbani	37020047
Pinguipedidae	Parapercis	sexlorata	37390028
Pomacentridae	Dischistodus	pseudochrysopoecilus	37372080
Batrachoididae	Halophryne	diemensis	37205002
Ceratiidae	Ceratias	uranoscopus	37220004
Macrouridae	Idiolophorhynchus	andriashevi	37232037
Ophichthidae	Ophichthus	alleni	37068055
Apogonidae	Zoramia	perlita	37327144
Cynoglossidae	Cynoglossus	ogilbyi	37463017
Dasyatidae	Neotrygon	leylandi	37035013
Labridae	Halichoeres	scapularis	37384121
Lipogenyidae	Lipogenys	gillii	37082001
Siganidae	Siganus	trispilos	37438014
Macrouridae	Kuronezumia	leonis	37232062
Soleidae	Zebrias	penescalaris	37462036
Bregmacerotidae	Bregmaceros	rarisquamosus	37225006
Monacanthidae	Thamnaconus	striatus	37465019
Macrouridae	Haplomacrourus	nudirostris	37232055
Rajidae	Dipturus	wengi	37031034
Etmopteridae	Etmopterus	fusus	37020028
Bothidae	Asterorhombus	filifer	37460083
Emmelichthyidae	Emmelichthys	nitidus	37345001
Tripterygiidae	Trinorfolkia	clarkei	37415005
Antennariidae	Abantennarius	rosaceus	37210021
Pomacentridae	Parma	victoriae	37372006
Carapidae	Onuxodon	fowleri	37229013
Labridae	Macropharyngodon	choati	37384134
Serranidae	Lepidoperca	filamenta	37311175
Gobiidae	Priolepis	compita	37428237
Clupeidae	Sardinella	albella	37085014
Carangidae	Atropus	mentalis	37337048
Apogonidae	Neamia	articycla	37327161
Scorpaenidae	Scorpaenopsis	cotticeps	37287106
Chaetodontidae	Chaetodon	bennetti	37365035
Ophichthidae	Scolecenchelys	breviceps	37068004
Ammodytidae	Ammodytoides	vagus	37425003
Tetraodontidae	Lagocephalus	inermis	37467008
Balistidae	Abalistes	filamentosus	37465089
Ophidiidae	Benthocometes	australiensis	37228111
Orectolobidae	Orectolobus	maculatus	37013003
Hexanchidae	Hexanchus	nakamurai	37005004
Macrouridae	Coelorinchus	maculatus	37232044
Monacanthidae	Brachaluteres	jacksonianus	37465025
Blenniidae	Meiacanthus	atrodorsalis	37408051
Blenniidae	Ecsenius	aequalis	37408019
Psychrolutidae	Ebinania	australiae	37305006
Paraulopidae	Paraulopus	balteatus	37120019
Gigantactinidae	Gigantactis	kreffti	37217004
Belonidae	Strongylura	incisa	37235007
Apogonidae	Ostorhinchus	wassinki	37327154
Aploactinidae	Pseudopataecus	carnatobarbatus	37290023
Bythitidae	Ematops	randalli	37228116
Apogonidae	Siphamia	tubifer	37327021
Chaetodontidae	Chaetodon	mitratus	37365093
Gobiidae	Bryaninops	loki	37428078
Monacanthidae	Thamnaconus	hypargyreus	37465012
Holocentridae	Sargocentron	punctatissimum	37261028
Plotosidae	Tandanus	bostocki	37192015
Acanthuridae	Acanthurus	lineatus	37437010
Triacanthodidae	Halimochirurgus	centriscoides	37464013
Triglidae	Lepidotrigla	umbrosa	37288029
Tripterygiidae	Enneapterygius	similis	37415045
Labridae	Labropsis	xanthonota	37384133
Diodontidae	Chilomycterus	reticulatus	37469014
Microdesmidae	Ptereleotris	evides	37435015
Sillaginidae	Sillago	schomburgkii	37330012
Sparidae	Chrysophrys	auratus	37353001
Solenostomidae	Solenostomus	armatus	37281004
Pempherididae	Pempheris	affinis	37357005
Kyphosidae	Kyphosus	cornelii	37361012
Gobiidae	Eviota	monostigma	37428125
Plesiopidae	Plesiops	insularis	37316021
Apogonidae	Ostorhinchus	jenkinsi	37327069
Muraenidae	Gymnothorax	polyuranodon	37060067
Lutjanidae	Paracaesio	xanthura	37346049
Tetrarogidae	Centropogon	australis	37287048
Centriscidae	Notopogon	lilliei	37279003
Congridae	Bassanago	bulbiceps	37067012
Antennariidae	Tathicarpus	butleri	37210003
Lutjanidae	Lutjanus	monostigma	37346045
Clupeidae	Amblygaster	leiogaster	37085020
Syngnathidae	Doryrhamphus	janssi	37282059
Acanthuridae	Zebrasoma	scopas	37437036
Omosudidae	Omosudis	lowii	37127001
Evermannellidae	Evermannella	indica	37130003
Orectolobidae	Eucrossorhinus	dasypogon	37013011
Nemichthyidae	Labichthys	yanoi	37076004
Myctophidae	Scopelopsis	multipunctatus	37122005
Notosudidae	Scopelosaurus	meadi	37125002
Pinguipedidae	Parapercis	colemani	37390035
Paralepididae	Arctozenus	risso	37126005
Dasyatidae	Urogymnus	asperrimus	37035027
Grammistidae	Diploprion	bifasciatum	37312002
Grammistidae	Grammistops	ocellatus	37312007
Myctophidae	Ceratoscopelus	warmingii	37122021
Myctophidae	Diaphus	meadi	37122036
Soleidae	Soleichthys	heterorhinos	37462015
Soleidae	Aseraggodes	haackeanus	37462020
Pentacerotidae	Zanclistius	elevatus	37367005
Muraenidae	Gymnothorax	eurostus	37060034
Pomacentridae	Pomacentrus	limosus	37372116
Myctophidae	Electrona	risso	37122043
Myctophidae	Lampanyctus	lepidolychnus	37122051
Notosudidae	Scopelosaurus	hamiltoni	37125004
Centrophoridae	Deania	quadrispinosa	37020004
Arhynchobatidae	Notoraja	ochroderma	37031019
Oneirodidae	Dolopichthys	pullatus	37216002
Parascylliidae	Parascyllium	elongatum	37013019
Myctophidae	Lampanyctus	achirus	37122096
Muraenidae	Anarchias	cantonensis	37060018
Pentanchidae	Figaro	striatus	37015034
Ophichthidae	Yirrkala	chaselingi	37068036
Clupeidae	Hyperlophus	vittatus	37085005
Engraulidae	Engraulis	australis	37086001
Carcharhinidae	Negaprion	acutidens	37018029
Labridae	Cirrhilabrus	punctatus	37384083
Gobiidae	Gnatholepis	anjerensis	37428152
Apogonidae	Ostorhinchus	doederleini	37327053
Diodontidae	Diodon	holocanthus	37469005
Scombridae	Thunnus	albacares	37441002
Serranidae	Plectropomus	laevis	37311079
Muraenidae	Gymnothorax	cribroris	37060002
Syngnathidae	Notiocampus	ruber	37282095
Dactylopteridae	Dactyloptena	peterseni	37308002
Serranidae	Hypoplectrodes	jamesoni	37311097
Urolophidae	Trygonoptera	testacea	37038006
Holocentridae	Myripristis	hexagona	37261010
Macrouridae	Nezumia	soela	37232027
Hoplichthyidae	Hoplichthys	citrinus	37297002
Carapidae	Pyramodon	lindas	37229016
Apogonidae	Taeniamia	leai	37327083
Carangidae	Scyris	indica	37337038
Carangidae	Naucrates	ductor	37337040
Arripidae	Arripis	truttaceus	37344004
Engraulidae	Thryssa	nasuta	37086017
Carangidae	Seriola	dumerili	37337025
Holocentridae	Sargocentron	cornutum	37261033
Gobiidae	Trimma	flavatrum	37428396
Gempylidae	Thyrsitoides	marleyi	37439016
Apistidae	Apistops	caloundra	37287033
Labridae	Notolabrus	parilus	37384022
Platycephalidae	Rogadius	tuberculatus	37296030
Xiphiidae	Xiphias	gladius	37442001
Ophidiidae	Neobythites	macrops	37228045
Platycephalidae	Platycephalus	australis	37296033
Platycephalidae	Thysanophrys	chiltonae	37296034
Carapidae	Encheliophis	boraborensis	37229007
Neoceratiidae	Neoceratias	spinifer	37218001
Mullidae	Upeneichthys	lineatus	37355001
Labridae	Calotomus	carolinus	37386005
Caulophrynidae	Caulophryne	jordani	37221001
Centriscidae	Aeoliscus	strigatus	37280003
Pempherididae	Pempheris	schwenkii	37357011
Gobiesocidae	Alabes	brevis	37206007
Phosichthyidae	Polymetme	corythaeola	37106001
Euclichthyidae	Euclichthys	polynemus	37224001
Labracoglossidae	Labracoglossa	nitida	37332002
Holocentridae	Sargocentron	spiniferum	37261029
Syngnathidae	Histiogamphelus	briggsii	37282011
Acanthuridae	Naso	unicornis	37437031
Mullidae	Upeneus	sundaicus	37355013
Serranidae	Othos	dentex	37311005
Melanostomiidae	Eustomias	bifilis	37109013
Sebastidae	Helicolenus	barathri	37287093
Syngnathidae	Stigmatopora	nigra	37282018
Serranidae	Hypoplectrodes	maccullochi	37311036
Syngnathidae	Filicampus	tigris	37282064
Pentacerotidae	Pentaceropsis	recurvirostris	37367003
Lutjanidae	Pristipomoides	sieboldii	37346064
Labridae	Bodianus	diana	37384056
Lutjanidae	Lutjanus	lutjanus	37346008
Labridae	Iniistius	pentadactylus	37384178
Labridae	Pseudocheilinus	evanidus	37384142
Labridae	Pseudocheilinus	octotaenia	37384144
Lutjanidae	Aprion	virescens	37346027
Lutjanidae	Lutjanus	fulviflamma	37346034
Clinidae	Heteroclinus	nasutus	37416022
Exocoetidae	Hirundichthys	rufipinnis	37233002
Belonidae	Platybelone	argalus	37235008
Nomeidae	Psenes	pellucidus	37446001
Pinguipedidae	Parapercis	ramsayi	37390002
Scomberesocidae	Scomberesox	saurus	37236001
Pteroidae	Dendrochirus	brachypterus	37287010
Macrouridae	Coelorinchus	gormani	37232047
Macrouridae	Coryphaenoides	mcmillani	37232051
Macrouridae	Trachonurus	gagates	37232076
Aploactinidae	Paraploactis	pulvinus	37290003
Callionymidae	Repomucenus	belcheri	37427011
Tripterygiidae	Enneapterygius	nanus	37415044
Synanceiidae	Inimicus	sinensis	37287020
Ostraciidae	Lactoria	fornasini	37466018
Gobiidae	Drombus	triangularis	37428024
Plesiopidae	Paraplesiops	poweri	37316010
Gobiidae	Favonigobius	melanobranchus	37428026
Terapontidae	Terapon	jarbua	37321002
Acanthuridae	Paracanthurus	hepatus	37437033
Chaetodontidae	Chaetodon	lineolatus	37365041
Labridae	Scarus	quoyi	37386026
Lethrinidae	Lethrinus	semicinctus	37351016
Samaridae	Samaris	cristatus	37461006
Molidae	Mola	alexandrini	37470001
Trachichthyidae	Hoplostethus	mediterraneus	37255001
Plesiopidae	Paraplesiops	alisonae	37316007
Pomacentridae	Amphiprion	latezonatus	37372022
Clupeidae	Nematalosa	vlaminghi	37085017
Bythitidae	Aphyonus	gelatinosus	37228014
Gobiidae	Taenioides	purpurascens	37428260
Gobiidae	Trimma	hoesei	37428266
Soleidae	Brachirus	setifer	37462008
Bothidae	Engyprosopon	latifrons	37460039
Gobiidae	Eviota	melasma	37428124
